"location_num","location_name","location_status","operator_num","operator_name","operator_type","co_owned_flag","projected_open_date","open_date","closed_date","location_category","concept_type","location_type","location_subtype","prototype","location_format","square_footage","prototype_square_footage","has_drive_thru","drive_thru_lanes","drive_thru_pickup_windows","kitchen_layout","parking_spaces","parking_spaces_handicap","has_dining_room","seating_total_original","address_line_1","address_line_2","address_line_3","city","county","state","country_name","country_code","zip_code","gps_latitude","gps_longitude","phone_number","price_group","distribution_center","dc_code","distributor","region","service_team_code","service_team","business_consultant","operations_lead","area_director","operator_team_code","operator_team","market_code","market","last_updated","filepath","insert_timestamp","load_date"
"03177",Cockrell Hill Drive-Thru Only,OPEN,"15064",Jeff Mulkey,OPR,N,2014-06-05 00:00:00.000,2014-06-05 00:00:00.000,,Core,CFA,DTO,DTO,,Stand Alone,2956.00,2700.00,Y,2,1,Centerline,27,1,N,5,"1535 N Cockrell Hill Rd",,,Dallas,Dallas,TX,United States,US,"75211-1315","32.764",-96.896,"214/331-2400","23",MBM-Lewisville TX,LEW,MCLANE COMPANY INC,Southwest Region,S3,SW Region Team #3,Theron Nixon,Theron Nixon,Hoovey McGuirt,DFDC,DFW Dallas Central,"623","Dallas-Ft. Worth, TX",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"01801","59 & Kirby FSU",OPEN,"00606",Jesse Chaluh,OPR,N,2006-01-12 00:00:00.000,2006-01-12 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4735.00,0.00,Y,2,2,Centerline,62,0,N,0,"2715 Southwest Fwy",,,Houston,Harris,TX,United States,US,"77098-4606","29.729756",-95.42087,"713/523-2442","24",McLane-Houston TX,HOU,MCLANE COMPANY INC,Southwest Region,S2,SW Region Team #2,Craig Carter,Craig Carter,Joanna Symonds,HOUC,Houston Central,"618","Houston, TX",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"00030",Clearwater Mall,CLOSED,"00001",Gus Mir,TMP,Y,1973-09-24 00:00:00.000,1973-09-24 00:00:00.000,2001-08-17 00:00:00.000,Core,CFA,MALL,MALL,,Food Court,,,N,,,,,,N,,"20505 U.S. Highway 19 North",Space 149,,Clearwater,Pinellas,FL,United States,US,"33764",,,"727/796-1595","7",,,,,,,,,,,,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"04252",Terminated Worthington (OH) FSU,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,0.00,0.00,N,0,,,0,0,N,0,"7007 N High St",NWC High St and Caren Ave,,Worthington,Franklin,OH,United States,US,"43085-2329","40.105949",-83.017411,,,MBM-Lockbourne OH,LOC,MCLANE COMPANY INC,,,,,,,,,"535","Columbus, OH",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"80651",Georgetown University,OPEN,"14968",Andrew Smith,OPR,N,2017-09-01 00:00:00.000,2017-08-26 00:00:00.000,,LIC,LIC,COLL,SAT,,,0.00,0.00,N,0,,,,0,N,,"3800 Reservoir Rd NW",Hoya Commons Food Court,,Washington,Dist Of Columbia,DC,United States,US,"20007-2113","38.91014",-77.074075,"202/643-2739","32",MB-Manassas VA,MAN,MARTIN BROWER,Northeast Region,N3,NE Licensing Team,,,,LI04,Licensing Rob NE,"511","Washington, DC (Hagerstown, MD)",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"04902",Bartow FSU,FUTURE,,,,,2022-07-07 00:00:00.000,,,Core,CFA,FSU,FSU,,Stand Alone,0.00,4945.00,N,0,,,0,0,N,0,"475 E Van Fleet Dr",,,Bartow,Polk,FL,United States,US,"33830-3835","27.903377",-81.837692,,,,,,Southeast Region,E2,SE Region Team #2,Robert Braden,Robert Braden,Brent Townsend,TMPE,Tampa East,"539","Tampa-St. Petersburg (Sarasota), FL",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"80406",California University of PA (Dead Deal),NEVER OPENED,,,,,,,,LIC,LIC,COLL,SAT,,,,,N,,,,,,N,,"428 Hickory Avenue",,,California,,PA,United States,US,"15419",,,,,,,,,,,,,,,,"508","Pittsburgh, PA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"04225",Appleton FSU,OPEN,"16505",Eric Krebs,OPR,N,2019-08-29 00:00:00.000,2019-08-29 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4992.00,0.00,Y,2,1,Centerline,,4,N,,"3775 W College Ave",,,Appleton,Outagamie,WI,United States,US,"54914-3913","44.261111",-88.462167,"920/939-0604","27",Mclane-Milwaukee WI,MIL,MCLANE COMPANY INC,Midwest Region,M2,MW Region Team #2,Brian Skinner,Brian Skinner,Dericus Harvey,MILW,Wisconsin,"658","Green Bay-Appleton, WI",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"02003",Rancho terminated San Diego,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,,,N,,,,,,N,,,,,San Diego,,CA,United States,US,,,,,,,,,West Region,W1,West Region Team #1,Danielle Jackson,Danielle Jackson,Mike Hensley,SDCO,San Diego Co.,"825","San Diego, CA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"03695",Okemos FSU,OPEN,"15646",Nick Biggee,OPR,N,2017-03-30 00:00:00.000,2017-03-30 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4730.00,4730.00,Y,2,1,Centerline,52,3,N,126,"2075 W Grand River Ave",,,Okemos,Ingham,MI,United States,US,"48864-1706","42.72144",-84.425793,"855/692-7474","21",MB-St John MI,STJ,MARTIN BROWER,Midwest Region,M1,MW Region Team #1,Gina Tucker,Gina Tucker,Scott Mayson,CMIC,Central Michigan,"551","Lansing, MI",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"04789",Terminated Truist Park - Upper Level OSL,NEVER OPENED,,,,,,,,Satellite,CFA,OCL,SAT,,Food Court,0.00,0.00,N,0,,,0,0,N,0,"755 Battery Avenue Southeast",,,Atlanta,Cobb,GA,United States,US,"30339","33.891",-84.468,,"24",CFA Supply-Cartersville GA DC 2,CAR2,CFA Supply,Southeast Region,E1,SE Region Team #1,Shelby Hepler,Shelby Hepler,Lauren Miller,AT13,ATL-75/285 North,"524","Atlanta, GA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"01847","135th/State Line FSU-Terminated",NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,,,N,,,,,,N,,"135th & State Line Road",,,Kansas City,,MO,United States,US,,,,,,,,,,,,,,,,,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"80179",University of New Mexico,OPEN,"16346",Ken Sersun,OPR,N,,2003-06-30 00:00:00.000,,LIC,LIC,COLL,SAT,,,0.00,0.00,N,0,,,,0,N,,"201 La Posada",,,Albuquerque,Bernalillo,NM,United States,US,"87131-0001","35.08341",-106.6197837,"505/277-0185","21",QCD-Aurora CO,DEN,Quality Custom Distribution,Southwest Region,S4,SW Licensing Team,,,,LI17,Licensing Sara P SW,"790","Albuquerque-Santa Fe, NM",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"00212",Ogden City Mall,CLOSED,"00001",,TMP,Y,1980-12-08 00:00:00.000,1980-12-08 00:00:00.000,2000-10-31 00:00:00.000,Core,CFA,MALL,MALL,,Food Court,,,N,,,,,,Y,,"2267-A Ogden City Mall",,,Ogden,Weber,UT,United States,US,"84401",,,"801/394-1411",,,,,West Region,W2,West Region Team #2,Todd Phinney,Todd Phinney,Todd Grubbs,UTNO,Utah North,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"02975","3rd and Olentangy FSU-Terminated",NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,,,N,,,,,,N,,,,,Columbus,,OH,United States,US,,"39.98434",-83.023,,,,,,,,,,,,,,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"80287",Texas A&M Corpus Christi,OPEN,"10367",Toni Marbar-Ruiz,OPR,N,,1999-06-21 00:00:00.000,,LIC,LIC,COLL,SAT,,,0.00,0.00,N,0,,,,0,N,,"6300 Ocean Dr Unit 5763",,,Corpus Christi,Nueces,TX,United States,US,"78412-5503","27.71179",-97.32517953,"361/825-2760","15",QCD-San Antonio TX,SAN,Quality Custom Distribution,Southwest Region,S4,SW Licensing Team,,,,LI23,Licensing Joel SW,"600","Corpus Christi, TX",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"01378",Athens/Atlanta Highway FSU,OPEN,"12486",Alex Clark,OPR,N,2001-11-29 00:00:00.000,2001-11-29 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4451.00,0.00,Y,2,1,Midline,44,2,N,128,"3637 Atlanta Hwy",,,Athens,Clarke,GA,United States,US,"30606-3150","33.93849",-83.456329,"706/369-1806","23",MB-Atlanta GA,ATL,MARTIN BROWER,Southeast Region,E1,SE Region Team #1,Shelby Hepler,Shelby Hepler,Lauren Miller,ATHN,Athens,"524","Atlanta, GA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"01328",Sand Hills FSU-Terminated,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,,,N,,,,,,N,,US 15-501,,,Southern Pines,Moore,NC,United States,US,,,,,,,,,Atlantic Region,A3,AT Region Team #3,Ernest Gibson,Ernest Gibson,Eren Page,ENC2,Eastern N Carolina 2,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"03240",Sloan's Lake FSU,OPEN,"15506",Dan Courtois,OPR,N,2014-11-20 00:00:00.000,2014-11-20 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4829.00,4850.00,Y,1,1,Centerline,39,2,N,116,"1901 Sheridan Blvd",,,Edgewater,Jefferson,CO,United States,US,"80214-1325","39.74620547",-105.0537216,"303/274-3699","26",QCD-Aurora CO,DEN,Quality Custom Distribution,West Region,W2,West Region Team #2,John Adams,John Adams,Todd Grubbs,DENC,Denver Central,"751","Denver, CO",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"01466",Triangle Town Center,OPEN,"03083",Donovan Carless,OPR,N,2002-08-14 00:00:00.000,2002-08-14 00:00:00.000,,Core,CFA,MALL,MALL,,Food Court,784.00,0.00,N,0,,L-Traditional,0,0,N,0,"5959 Triangle Town Blvd Spc FC1104",,,Raleigh,Wake,NC,United States,US,"27616-3268","35.86659",-78.5759,"919/792-2214","15",QCD-Pineville NC,PIN,Quality Custom Distribution,Atlantic Region,A3,AT Region Team #3,Buck Anderson,Ernest Gibson,Eren Page,RDC3,Raleigh Durham 3,"560","Raleigh-Durham (Fayetteville), NC",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"80126",Central Carolina Hospital,CLOSED,"00264",Dave Butts,LIC,N,1995-09-06 00:00:00.000,1995-09-02 00:00:00.000,2013-12-01 00:00:00.000,LIC,LIC,HOSP,SAT,,,0.00,0.00,N,0,,,0,0,N,0,"1135 Carthage St",,,Sanford,Lee,NC,United States,US,"27330-4162","35.472",-79.1881,"919/774-2182","13",,,,Atlantic Region,A3,AT Region Team #3,Ernest Gibson,Ernest Gibson,Eren Page,RDC2,Raleigh Durham 2,"560","Raleigh-Durham (Fayetteville), NC",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"00910",Centerfield Road-Terminated,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,,,N,,,,,,N,,FM 1960,,,Houston,,TX,United States,US,,,,,,,,,,,,,,,,,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"04248",Reynoldsburg (OH) FSU,OPEN,"18789",Zach Mallare,OPR,N,2021-09-09 00:00:00.000,2021-09-09 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4995.00,0.00,Y,1,1,,0,0,N,0,"2364 Taylor Park Dr",,,Reynoldsburg,Fairfield,OH,United States,US,"43068","39.936123",-82.790767,"614/501-1719","19",MBM-Lockbourne OH,LOC,MCLANE COMPANY INC,Midwest Region,M2,MW Region Team #2,Travis Williamson,Travis Williamson,Dericus Harvey,COLM,Columbus Ohio,"535","Columbus, OH",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"03264",Metrocenter FSU,OPEN,"03883",David McGrew,OPR,N,2014-09-11 00:00:00.000,2014-09-11 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4526.00,4528.00,Y,1,1,Centerline,23,0,N,119,"3111 W Peoria Ave",,,Phoenix,Maricopa,AZ,United States,US,"85029-5207","33.58153",-112.12584,"602/595-4003","26",QCD-Phoenix AZ,PHX,Quality Custom Distribution,West Region,W2,West Region Team #2,Todd Phinney,Todd Phinney,Todd Grubbs,ARZW,Arizona West,"753","Phoenix (Prescott), AZ",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"02455",Martin Plaza FSU,OPEN,"10585",Doug Honbarrier,OPR,N,2009-08-06 00:00:00.000,2009-08-06 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4805.00,0.00,Y,2,1,Midline v2,54,3,N,108,"1202 Martin Blvd ",,,Middle River,Baltimore,MD,United States,US,"21220-4148","39.334",-76.450384,"410/686-5858","21",FA-Jessup MD,JES,Food Authority South,Northeast Region,N1,NE Region Team #1,Kevin Curtiss,Kevin Curtiss,Demetrius Ingram,BMNE,Baltimore Northeast,"512","Baltimore, MD",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"01423",Terminated Wilkesboro FSU,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,,,N,,,,,,N,,US 421,,,Wilkesboro,,NC,United States,US,,,,,,,,,,,,,,,,,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"04766",Crocker Park (OH) FSU,FUTURE,,,,,2022-02-17 00:00:00.000,,,Core,CFA,FSU,FSU,,Stand Alone,0.00,0.00,N,0,1,,49,2,N,0,"30115 Detroit Rd",,,Westlake,Cuyahoga,OH,United States,US,"44145-1946","41.462724",-81.954022,,,MB-St John MI,STJ,MARTIN BROWER,,,,,,,,,"510","Cleveland-Akron (Canton), OH",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"01725",Folsom Gateway FSU-Terminated,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,,,N,,,,,,N,,Iron Point Road W of Bidwell,,,Folsom,,CA,United States,US,,,,,,,,,,"02",Piedmont Team 2,,,,CALF,California,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"03968",Terminated 461 Park Avenue South In-Line,NEVER OPENED,,,,,,,,Core,CFA,MALL,MALL,,In-Line,0.00,0.00,N,0,,,0,0,N,0,"461 Park Ave S ",,,New York,New York,NY,United States,US,"10016-6822","40.745206",-73.982475,,"22",,,,Northeast Region,N2,NE Region Team #2,Brian Corbett,Brian Corbett,Scott Stover,MANH,Manhattan,"501","New York, NY",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"01748",Chandler Village FSU-Terminated,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,,,N,,,,,,N,,,,,Chandler,,AZ,United States,US,,,,,,,,,West Region,W2,West Region Team #2,Todd Phinney,Todd Phinney,Todd Grubbs,ARZE,Arizona East,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"80358",Utah Valley State College,CLOSED,"01368",Terry Crook,OPR,N,2001-10-15 00:00:00.000,2001-10-17 00:00:00.000,2005-04-27 00:00:00.000,LIC,LIC,COLL,SAT,,,0.00,0.00,N,0,,,0,0,N,0,Food Services,"800 West University Parkway",,Orem,Utah,UT,United States,US,"84058","0","0","801/863-8614","2",,,,West Region,W2,West Region Team #2,Todd Phinney,Todd Phinney,Todd Grubbs,UTSO,Utah South,"770","Salt Lake City, UT",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"02417",Silber Road FSU-Terminated,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,,,N,,,,,,N,,,,,Houston,Harris,TX,United States,US,"77024",,,,,,,,,,,,,,,,"618","Houston, TX",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"00311",University Mall (AL),OPEN,"11686",William Boulware,OPR,N,1980-08-20 00:00:00.000,1980-08-20 00:00:00.000,,Core,CFA,MALL,MALL,,Food Court,1840.00,0.00,N,0,,L-Traditional,,0,Y,,"1701 McFarland Blvd E Ste 190",,,Tuscaloosa,Tuscaloosa,AL,United States,US,"35404-5833","33.1947362",-87.523438,"205/553-9195","15",CFA Supply-Cartersville GA DC 2,CAR2,CFA Supply,Southeast Region,E3,SE Region Team #3,Mark Drake,Mark Drake,Amy Rich,TUSC,Tuscaloosa,"630","Birmingham (Anniston and Tuscaloosa), AL",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"00369",The Mall At Northgate,CLOSED,"00736",,OPR,N,1987-12-09 00:00:00.000,1987-12-09 00:00:00.000,1991-08-31 00:00:00.000,Core,CFA,MALL,MALL,,Food Court,,,N,,,,,,Y,,"5035 Northgate Mall",,,San Rafael,Marin,CA,United States,US,"94903",,,"415/472-4761",,,,,West Region,W1,West Region Team #1,Danielle Jackson,Danielle Jackson,Mike Hensley,BAY,Bay Area,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"00940",Fairburn Road Drive-Thru Only,OPEN,"00498",Mike Moore,OPR,N,1995-04-20 00:00:00.000,1995-04-20 00:00:00.000,,Core,CFA,DTO,DTO,,Stand Alone,0.00,3253.00,Y,2,2,Centerline,,1,N,,"5888 Fairburn Rd",,,Douglasville,Douglas,GA,United States,US,"30134-2360","33.750774",-84.7266,"770/942-0820","18",CFA Supply-Cartersville GA DC 2,CAR2,CFA Supply,Southeast Region,E1,SE Region Team #1,Nancy Easterling,Nancy Easterling,Lauren Miller,ATL7,ATL-20 West,"524","Atlanta, GA",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"00337",Woodbridge Center,OPEN,"00001",Brandon Powell,TMP,Y,1978-10-26 00:00:00.000,1978-10-26 00:00:00.000,,Core,CFA,MALL,MALL,,Food Court,1747.00,0.00,N,0,,L-Traditional,,0,Y,,"434 Woodbridge Ctr",,,Woodbridge,Middlesex,NJ,United States,US,"07095-1305","40.556082",-74.296987,"732/634-8981","33",FA-Boston MA,BOS,Food Authority of Massachusetts,Northeast Region,N2,NE Region Team #2,Leslie Roberts,Leslie Roberts,Scott Stover,NJNO,New Jersey North,"501","New York, NY",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"80117",Baptist Hospital - Memphis,NEVER OPENED,,,,,,,,LIC,LIC,HOSP,SAT,,,,,N,,,,,,N,,,,,,,,United States,US,,,,,,,,,,,,,,,,,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"04857",Terminated RELO Winchester Road FSU,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,0.00,4945.00,N,0,,,0,0,N,0,Intersection of Winchester Road & Centennial Drive,,,Memphis,Shelby,TN,United States,US,"38125","35.048881",-89.804445,,,,,,,,,,,,,,"640","Memphis, TN",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"01137",Four Points FSU - TERMINATED DEAL,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,,,N,,,,,,N,,,,,Austin,,TX,United States,US,,,,,,,,,,,,,,,,,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"01500",Clermont (dead-deal)-Terminated,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,,,N,,,,,,N,,"2585 E Highway 50",,,Clermont,Lake,FL,United States,US,"34711",,,,,,,,,,,,,,,,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"03301",Terminated Tualatin FSU,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,0.00,0.00,N,0,,,0,0,N,0,Tualatin / Nyburg Road,,,Tualatin,Washington,OR,United States,US,"97062","45.38288",-122.75359,,,,,,,,,,,,,,"820","Portland, OR",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"03537",Terminated White Bear Avenue FSU,NEVER OPENED,,,,,,,,Core,CFA,FSU,FSU,,Stand Alone,0.00,0.00,N,0,,,0,0,N,0,"3000 N. White Bear Ave.",,,Maplewood,Ramsey,MN,United States,US,,"45.032808",-93.017306,,,,,,Midwest Region,M1,MW Region Team #1,Dave Villiger,Wanda Young,Scott Mayson,MINN,Minnesota,"613","Minneapolis-St. Paul, MN",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"02622",Weston FSU,OPEN,"10264",Scott Fitzpatrick,OPR,N,2011-06-23 00:00:00.000,2011-06-23 00:00:00.000,,Core,CFA,FSU,FSU,,Stand Alone,4068.00,0.00,Y,1,1,L-Traditional,42,2,N,0,"15990 SW 41st St",,,Davie,Broward,FL,United States,US,"33331-1544","26.06801648",-80.36167216,"954/384-5113","21",QCD-Miami FL,MIA,Quality Custom Distribution,Southeast Region,E2,SE Region Team #2,Rosa Rodriguez,Rosa Rodriguez,Brent Townsend,SFL2,South Florida 2,"528","Miami-Ft. Lauderdale, FL",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"80246",University of Central Florida,OPEN,"01354",Charlie Fish,OPR,N,,1998-08-18 00:00:00.000,,LIC,LIC,COLL,SAT,,,0.00,0.00,N,0,,,,0,N,,"4000 Central Florida Blvd",SRC109,UCF Dining Services,Orlando,Orange,FL,United States,US,"32816-8005","28.60125",-81.201734,"407/823-2238","29",QCD-Apopka FL,APO,Quality Custom Distribution,Southeast Region,E4,SE Licensing Team,,,,LI05,Licensing Scott SE,"534","Orlando-Daytona Beach-Melbourne, FL",2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"01063",Twelve Oaks Mall-Terminated,NEVER OPENED,,,,,,,,Core,CFA,MALL,MALL,,Food Court,,,N,,,,,,Y,,"27500 Novi Road",,,Novi,Oakland,MI,United States,US,"48377-3418",,,,,,,,,,,,,,,,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
"80235",Florida State Univ - Stadium FC,CLOSED,"00692",Steve Elyea,OPR,N,1998-01-06 00:00:00.000,1998-01-06 00:00:00.000,2002-08-02 00:00:00.000,LIC,LIC,COLL,SAT,,,0.00,0.00,N,0,,,0,0,N,0,"196 Palmetto St",P.O. Box 67108,,Tallahassee,Leon,FL,United States,US,"32301-5432","0","0","850/644-5496","7",,,,Southeast Region,E3,SE Region Team #3,Nicholas Pate,Nicholas Pate,Amy Rich,TALL,Tallahassee,,,2021-11-16 00:51:22.000,s3://cfadatalakeprod-useast1-dl-common-0042-in/1676/_0010/trigger/location_attributes.csv,2021-11-16 05:52:32.483,2021-11-16
